MEMBER_ID,FFP_JOIN_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_LOYALTY_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,RECENT_FLIGHT_DATE,C.LAST_FLIGHT,AVG_INTERVAL,MAX_INTERVAL,EXCHANGE_COUNT,AVG_DISCOUNT,POINTS_SUM,POINTS_NOTFLIGHT,POINTS_SUM_LOG,BP_SUM_log,SUM_YR_1_log,SUM_YR_2_log,SEG_KM_SUM_log,POINTS_SUM_log,AVG_INTERVAL_log,MAX_INTERVAL_log,EXCHANGE_COUNT_log,POINTS_NOTFLIGHT_log,AVG_DISCOUNT_PCT,FFP_JOIN_DATE_STATUS,FIRST_FLIGHT_DATE_STATUS,RECENT_FLIGHT_DATE_STATUS
58877,,2010-11-20,Female,6,PARIS,PARIS,FR,34,2014-03-31,43,298321,69056,91581,262013,,22,16,95,1,0.988658044,337839,3,12.730327689607826,11.962618494255167,11.142687529513884,11.424990024802062,12.1506089531609,12.271620155461939,2.881069365046935,4.564348191467836,0.6931471805599453,1.3862943611198906,98.8658044,Unknown,Available,Unknown
37994,,,Male,6,beijing,.,CN,47,2014-03-31,145,256093,92975,126821,271438,2014-03-26,6,5,42,15,0.95253487,353101,66,12.77451224601825,11.962618494255167,11.440096674314887,11.543276653286297,12.1506089531609,12.271620155461939,1.7963784151212159,3.7612001156935624,2.772588722239781,4.204692619390966,95.253487,Unknown,Unknown,Available
28012,,2007-11-18,Male,5,SAN MARINO,CA,US,58,2014-03-31,29,210269,44750,53977,321529,2014-01-25,67,23,112,3,0.799126984,245808,4,12.412310090578009,11.962618494255167,10.70886906982204,10.896331835126059,12.1506089531609,12.271620155461939,3.1780538303479458,4.727387818712341,1.3862943611198906,1.6094379124341003,79.91269840000001,Unknown,Available,Available
54943,,2007-10-27,Male,6,shenzhen,guangdong,CN,47,2014-03-31,118,241614,105466,119832,179514,2014-03-29,3,6,38,14,1.398381742,270704,20,12.508784946063509,11.962618494255167,11.50973744102895,11.543276653286297,12.098014048878682,12.271620155461939,1.9736060795027655,3.6635616461296463,2.70805020110221,3.044522437723423,139.8381742,Unknown,Available,Available
57881,2010-02-01,,Female,6,guangzhou,guangdong,CN,45,2014-03-31,50,289917,68941,79076,270067,2014-03-30,2,14,100,9,0.921984841,328345,12,12.701823209422182,11.962618494255167,11.141020850384026,11.278177340297884,12.1506089531609,12.271620155461939,2.7649062260420583,4.61512051684126,2.302585092994046,2.5649493574615367,92.1984841,Available,Unknown,Available
1254,,,Male,4,BOWLAND HEIGHTS,CALIFORNIA,US,63,2014-03-31,22,286164,69300,54764,234721,2014-01-27,65,31,102,6,1.026084586,310002,8,12.644337253833857,11.962618494255167,11.146214615088313,10.910806582757846,12.1506089531609,12.271620155461939,3.471670638304748,4.634728988229636,1.9459101490553132,2.1972245773362196,102.6084586,Unknown,Unknown,Available
8253,,2010-08-20,Male,6,wulumuqi,xinjiang,CN,48,2014-03-31,101,219995,93840,93114,172231,2014-03-25,7,6,41,15,1.3865249,257193,22,12.457585942924196,11.962618494255167,11.449357139707065,11.441590567365607,12.056597684141165,12.271620155461939,2.0592388343623163,3.7376696182833684,2.772588722239781,3.1354942159291497,138.65249,Unknown,Available,Available
58899,2010-11-10,2011-02-23,Female,6,PARIS,Unknown,FR,50,2014-03-31,40,249882,66239,63260,284160,2014-02-16,45,17,77,12,0.837844243,281705,13,12.548619252892165,11.962618494255167,11.101039789059142,11.055024304512125,12.1506089531609,12.271620155461939,2.9226100087388214,4.356708826689592,2.5649493574615367,2.639057329615259,83.7844243,Available,Available,Available
26955,2006-04-06,2007-02-22,Male,6,wulumuqishi,xinjiang,CN,54,2014-03-31,64,215013,99735,93006,169358,2014-03-30,2,11,48,16,1.401596264,249914,23,12.42887613903128,11.962618494255167,11.50973744102895,11.440430038120041,12.03977600120936,12.271620155461939,2.501956243413201,3.8918202981106265,2.833213344056216,3.1780538303479458,140.15962639999998,Available,Available,Available
41616,,2011-10-22,Male,6,dongguan,guangdong,CN,41,2014-03-31,38,191038,60930,52316,332896,,24,18,74,0,0.70828541,215694,3,12.281620651765511,11.962618494255167,11.017497355384243,10.86507664503757,12.1506089531609,12.271620155461939,2.979383135772242,4.31748811353631,0.0,1.3862943611198906,70.828541,Unknown,Available,Unknown
21501,,2008-11-21,Male,6,.,beijing,CN,49,2014-03-31,106,220641,69566,122763,167113,2014-03-28,4,6,31,4,1.369404116,251134,9,12.433745922130779,11.962618494255167,11.150045595952545,11.543276653286297,12.026431493240322,12.271620155461939,2.0066147996693586,3.4657359027997265,1.6094379124341003,2.302585092994046,136.94041159999998,Unknown,Available,Available
41281,2011-06-07,,Male,6,VECHEL,NORD BRABANT,AN,45,2014-03-31,23,255573,46800,198224,214590,2014-03-26,6,32,135,7,1.061630924,286520,9,12.565567110880052,11.962618494255167,10.753659849198824,11.543276653286297,12.1506089531609,12.271620155461939,3.523683146872255,4.912654885736052,2.0794415416798357,2.302585092994046,106.1630924,Available,Unknown,Available
47229,2005-04-10,,Male,6,guangzhou,guangdong,CN,69,2014-03-31,94,193169,59169,74497,305250,,23,7,42,5,0.741803833,277394,46,12.533197762187086,11.962618494255167,10.98816993567074,11.218527558369717,12.1506089531609,12.271620155461939,2.1368985967553846,3.7612001156935624,1.791759469228055,3.8501476017100584,74.1803833,Available,Unknown,Unknown
28474,,2010-04-13,Male,6,Unknown,CA,US,41,2014-03-31,20,256337,64258,59600,222380,2014-01-18,74,32,110,8,1.004904443,280760,9,12.545259052598949,11.962618494255167,11.070677070768497,10.995427631436174,12.1506089531609,12.271620155461939,3.52014932439891,4.709530201312334,2.1972245773362196,2.302585092994046,100.49044430000001,Unknown,Available,Available
58472,,,Female,5,Unknown,Unknown,FR,48,2014-03-31,44,204801,38510,75816,281837,2014-03-15,17,15,66,10,0.787308444,235939,12,12.371332814395833,11.962618494255167,10.558699193753036,11.236077820891051,12.1506089531609,12.271620155461939,2.8263498991174596,4.204692619390966,2.3978952727983707,2.5649493574615367,78.7308444,Unknown,Unknown,Available
13942,,,Male,6,PARIS,FRANCE,FR,39,2014-03-31,62,241719,72806,83496,243674,2014-03-15,17,11,121,7,0.902990019,274882,10,12.52410083157179,11.962618494255167,11.195567383408447,11.332565982049804,12.1506089531609,12.271620155461939,2.5051913210130534,4.804021044733257,2.0794415416798357,2.3978952727983707,90.2990019,Unknown,Unknown,Available
45075,2007-02-01,2007-03-23,Male,6,zhanjiang,guangdong,CN,46,2014-03-31,213,217809,136769,96568,187917,2014-03-29,3,3,37,0,1.146354614,795398,49,13.586599154525869,11.962618494255167,11.50973744102895,11.47801305772458,12.143760976449425,12.271620155461939,1.5421652381059419,3.6375861597263857,0.0,3.912023005428146,114.63546140000001,Available,Available,Available
47114,,2005-03-17,Male,6,.,beijing,CN,47,2014-03-31,74,209810,101398,83139,148685,2014-03-21,11,9,51,8,1.433364428,235176,14,12.368093701109295,11.962618494255167,11.50973744102895,11.328281212806628,11.909591978722043,12.271620155461939,2.3507227285987273,3.9512437185814275,2.1972245773362196,2.70805020110221,143.3364428,Unknown,Available,Available
54619,2006-01-07,,Male,6,guangzhou,guangdong,CN,62,2014-03-31,101,209362,94055,107896,159129,2014-03-14,18,7,29,3,1.33816985,237787,11,12.379134799391949,11.962618494255167,11.451645628547578,11.543276653286297,11.97747675720423,12.271620155461939,2.089391872533004,3.4011973816621555,1.3862943611198906,2.4849066497880004,133.81698500000002,Available,Unknown,Available
12349,,2008-06-27,Male,6,shenzhen,guangdong,CN,46,2014-03-31,87,199866,83780,102594,149254,2014-03-21,11,8,36,9,1.424714581,224081,15,12.31976733527795,11.962618494255167,11.335961530452709,11.538544477587848,11.91341153153123,12.271620155461939,2.226507382486519,3.6109179126442243,2.302585092994046,2.772588722239781,142.4714581,Unknown,Available,Available
35883,2006-04-11,2007-04-18,Male,6,wulumuqishi,xinjiang,CN,55,2014-03-31,53,195075,96945,69814,144076,2014-03-30,2,13,61,3,1.469224298,211879,7,12.263775355658463,11.962618494255167,11.481909401439038,11.153604165376295,11.878103157867375,12.263775355658463,2.6714926052620296,4.127134385045092,1.3862943611198906,2.0794415416798357,146.9224298,Available,Available,Available
56091,,,Female,6,guangzhoushi,guangdongsheng,CN,46,2014-03-31,95,197222,134702,60366,149053,2014-03-24,8,7,80,8,1.414895104,212131,14,12.264964001402785,11.962618494255167,11.50973744102895,11.008197876999304,11.912063935378125,12.264964001402785,2.1487889602242176,4.394449154672439,2.1972245773362196,2.70805020110221,141.4895104,Unknown,Unknown,Available
2137,2005-04-11,,Male,6,guangzhou,guangdong,CN,69,2014-03-31,131,199716,86875,89532,220948,2014-03-16,16,5,50,14,0.944884271,234826,20,12.366604351807178,11.962618494255167,11.372237093592211,11.402362551388043,12.1506089531609,12.271620155461939,1.8706180440929814,3.9318256327243257,2.70805020110221,3.044522437723423,94.48842710000001,Available,Unknown,Available
27708,,2006-03-25,Male,6,shenzhen,guangdong,CN,45,2014-03-31,95,194326,96692,75484,148227,2014-03-29,3,7,37,8,1.398640194,220012,19,12.30144191449779,11.962618494255167,11.479296289989751,11.231689240001836,11.906506907871512,12.271620155461939,2.1647893015317834,3.6375861597263857,2.1972245773362196,2.995732273553991,139.8640194,Unknown,Available,Available
28014,2006-12-01,,Female,6,Paris,Unknown,FR,48,2014-03-31,47,218842,63100,69298,285144,2014-03-29,3,15,105,5,0.725685618,251712,7,12.436044828577895,11.962618494255167,11.052491896264268,11.14618575505945,12.1506089531609,12.271620155461939,2.821637652331186,4.663439094112067,1.791759469228055,2.0794415416798357,72.5685618,Available,Unknown,Available
3539,,2009-10-13,Male,4,UPLAND,CALIFORNIA,US,53,2014-03-31,25,228851,115502,48696,220389,2013-12-15,108,23,72,9,0.937899941,258717,10,12.46349394441618,11.962618494255167,11.50973744102895,10.793372705530512,12.1506089531609,12.271620155461939,3.1952659593655857,4.290459441148391,2.302585092994046,2.3978952727983707,93.7899941,Unknown,Available,Available
56149,,,Male,4,fanyu,guangdong,CN,39,2014-03-31,24,228227,138960,32385,189813,2014-02-27,34,27,192,6,1.087220053,239108,10,12.384674793892334,11.962618494255167,11.50973744102895,10.385481509633417,12.1506089531609,12.271620155461939,3.3612807743773767,5.262690188904886,1.9459101490553132,2.3978952727983707,108.7220053,Unknown,Unknown,Available
44936,,,Male,6,wulumuqishi,xinjiang,CN,37,2014-03-31,54,183336,101235,70902,141012,2013-11-28,125,11,54,5,1.462104927,206363,11,12.2373968787722,11.962618494255167,11.50973744102895,11.16906802474211,11.856607363691838,12.2373968787722,2.5158688753462357,4.007333185232471,1.791759469228055,2.4849066497880004,146.2104927,Unknown,Unknown,Available
62751,2007-05-08,,Male,6,beijing,beijing,CN,45,2014-03-31,166,206908,71418,112597,229303,2014-03-31,1,4,31,10,0.890172305,260880,25,12.471819643635861,11.962618494255167,11.176319219370214,11.543276653286297,12.1506089531609,12.271620155461939,1.6830262691253732,3.4657359027997265,2.3978952727983707,3.258096538021482,89.0172305,Available,Unknown,Available
40066,,,Male,6,guangzhou,guangdong,CN,63,2014-03-31,81,185232,107153,75102,140819,2014-02-27,34,8,46,1,1.429179443,213436,5,12.271096986138353,11.962618494255167,11.50973744102895,11.22661578369206,11.855237758073125,12.271096986138353,2.257849199152654,3.8501476017100584,0.6931471805599453,1.791759469228055,142.9179443,Unknown,Unknown,Available
18793,,,Male,6,.,beijing,CN,48,2014-03-31,98,191809,88788,85119,137876,2014-03-30,2,7,46,11,1.458541443,210435,17,12.256936847870898,11.962618494255167,11.394018047433386,11.351817304575471,11.834117262343613,12.256936847870898,2.1406724078106922,3.8501476017100584,2.4849066497880004,2.8903717578961645,145.8541443,Unknown,Unknown,Available
13963,,,Male,6,guangzhou,guangdong,CN,63,2014-03-31,35,230527,146039,119384,201141,2014-03-29,3,21,84,13,0.998554546,254051,16,12.445294249456941,11.962618494255167,11.50973744102895,11.543276653286297,12.1506089531609,12.271620155461939,3.108272833192962,4.442651256490317,2.639057329615259,2.833213344056216,99.8554546,Unknown,Unknown,Available
46084,2007-01-04,2007-03-31,Male,6,guangzhou,guangdong,CN,54,2014-03-31,95,190478,91729,89721,140803,2014-03-29,3,7,47,1,1.396985007,220352,21,12.302986084881335,11.962618494255167,11.426604758503702,11.404471279959477,11.855124131393458,12.271620155461939,2.1647893015317834,3.8712010109078907,0.6931471805599453,3.091042453358316,139.6985007,Available,Available,Available
58798,2010-05-04,2010-05-14,Male,5,guangzhou,guangdong,CN,51,2014-03-31,46,177032,53523,50287,256766,2014-03-19,13,15,54,0,0.764737193,191878,2,12.164620244011843,11.962618494255167,10.887885430424879,10.825521759037349,12.1506089531609,12.164620244011843,2.8266559435758465,4.007333185232471,0.0,1.0986122886681096,76.4737193,Available,Available,Available
56089,2004-12-04,2005-02-27,Male,6,guangzhoushi,guangdongsheng,CN,49,2014-03-31,54,208801,99145,84348,160825,2014-02-23,38,13,52,0,1.20853437,230772,4,12.349189822370793,11.962618494255167,11.50434879021937,11.342718232539287,11.988078314198622,12.271620155461939,2.643092304572404,3.970291913552122,0.0,1.6094379124341003,120.853437,Available,Available,Available
58693,2010-12-11,,Male,6,PARIS,Unknown,FR,39,2014-03-31,21,219390,54900,63000,185493,,22,34,154,4,1.029507529,237893,5,12.379580475292045,11.962618494255167,10.91328684226798,11.050905878263567,12.130777815493039,12.271620155461939,3.580737295494233,5.043425116919247,1.6094379124341003,1.791759469228055,102.9507529,Available,Unknown,Unknown
28780,,2012-07-13,Male,6,guangzhou,guangdong,CN,47,2014-03-31,110,190726,75354,103498,187588,2014-03-31,1,5,39,5,1.015978367,227957,11,12.33691668044142,11.962618494255167,11.229965558853777,11.543276653286297,12.142008678440684,12.271620155461939,1.90988223650245,3.6888794541139363,1.791759469228055,2.4849066497880004,101.5978367,Unknown,Available,Available
27836,,2006-08-18,Male,6,.,beijing,CN,59,2014-03-31,134,181303,106902,72650,140356,2014-03-25,7,5,37,9,1.356053179,200953,15,12.210831305128353,11.962618494255167,11.50973744102895,11.193422433528612,11.851944455858018,12.210831305128353,1.860752340781673,3.6375861597263857,2.302585092994046,2.772588722239781,135.60531790000002,Unknown,Available,Available
38073,,,Male,6,changsha,hunan,CN,76,2014-03-31,107,181982,81623,80541,135811,2014-03-30,2,6,30,2,1.398992423,205938,9,12.235335287415715,11.962618494255167,11.30987861535514,11.296534066478552,11.81902685544576,12.235335287415715,2.0591907008059565,3.4339872044851463,1.0986122886681096,2.302585092994046,139.8992423,Unknown,Unknown,Available
22629,,2010-07-15,Male,5,SUMIDA-KU,TOKYO-TO,JP,49,2014-03-31,70,195866,181233,27525,219282,,304,6,32,8,0.863479447,199386,9,12.20300293879779,11.962618494255167,11.50973744102895,10.222886291539478,12.1506089531609,12.20300293879779,1.9500423863051721,3.4965075614664802,2.1972245773362196,2.302585092994046,86.3479447,Unknown,Available,Unknown
12326,,,Male,6,.,beijing,CN,40,2014-03-31,189,181836,74201,104344,235687,2014-03-31,1,3,20,5,0.802633323,262134,56,12.47661491721426,11.962618494255167,11.214546382970113,11.543276653286297,12.1506089531609,12.271620155461939,1.583574401940251,3.044522437723423,1.791759469228055,4.04305126783455,80.2633323,Unknown,Unknown,Available
24222,2012-01-08,2012-02-23,Male,6,guangzhou,guangdong,CN,51,2014-03-31,87,186523,80624,91862,132283,2014-03-28,4,8,44,3,1.425177007,206809,7,12.239555776346721,11.962618494255167,11.297564054098073,11.428053615739717,11.792706405525752,12.239555776346721,2.242686951395693,3.8066624897703196,1.3862943611198906,2.0794415416798357,142.5177007,Available,Available,Available
916,,,Male,6,fanyu,guangdong,CN,46,2014-03-31,29,192450,59672,56764,211369,2014-03-21,11,25,131,7,0.888869986,226692,10,12.331351958206804,11.962618494255167,10.996634935773171,10.946675217598633,12.1506089531609,12.271620155461939,3.283860675011161,4.882801922586371,2.0794415416798357,2.3978952727983707,88.8869986,Unknown,Unknown,Available
45008,2007-12-10,,Male,5,wulumuqi,xinjiang,CN,54,2014-03-31,48,166322,45881,92675,130135,2014-03-31,1,15,61,3,1.408197795,195368,10,12.182645357079465,11.962618494255167,10.73382816227228,11.436864818357265,11.776335336446289,12.182645357079465,2.7818541756723962,4.127134385045092,1.3862943611198906,2.3978952727983707,140.8197795,Available,Unknown,Available
11523,2007-07-06,2007-07-17,Male,6,shenzhen,guangdong,CN,49,2014-03-31,68,175383,62056,93021,135374,2014-03-31,1,10,39,2,1.349375212,201197,11,12.212044776800463,11.962618494255167,11.035808596518118,11.440591303299476,11.815803984303292,12.212044776800463,2.439097114004102,3.6888794541139363,1.0986122886681096,2.4849066497880004,134.9375212,Available,Available,Available
56088,2004-12-03,2005-01-13,Male,6,guangzhou,guangdong,CN,41,2014-03-31,111,184392,67261,62413,216560,2014-03-28,4,6,39,19,0.828452854,272042,100,12.5137154210188,11.962618494255167,11.116350720207512,11.041544888167167,12.1506089531609,12.271620155461939,2.0269513590704156,3.6888794541139363,2.995732273553991,4.61512051684126,82.8452854,Available,Available,Available
56573,,2007-12-14,Female,6,guangzhou,guangdong,CN,38,2014-03-31,69,163542,65014,91429,131660,,22,9,77,6,1.354943567,199477,39,12.203459233542022,11.962618494255167,11.08237329148542,11.423328931158473,11.787985716314305,12.203459233542022,2.368042309626651,4.356708826689592,1.9459101490553132,3.6888794541139363,135.4943567,Unknown,Available,Unknown
38883,2008-02-02,,Male,6,guangzhou,guangdong,CN,48,2014-03-31,126,172529,83906,87043,204371,2014-03-28,4,5,33,2,0.867522349,234654,13,12.365871629327103,11.962618494255167,11.337464321632913,11.374169016916182,12.1506089531609,12.271620155461939,1.9027043631797818,3.5263605246161616,1.0986122886681096,2.639057329615259,86.7522349,Available,Unknown,Available
38035,,,Male,6,shenzhen,guangdongsheng,CN,42,2014-03-31,55,163139,53027,86719,153868,2014-03-17,15,13,59,0,1.146000598,177562,5,12.08708075450247,11.962618494255167,10.878575354918741,11.370439816673473,11.94385687003765,12.08708075450247,2.6508917874975557,4.0943445622221,0.0,1.791759469228055,114.60005980000001,Unknown,Unknown,Available
11034,,,Male,5,beijing,.,CN,59,2014-03-31,76,155120,53644,85537,214921,,21,9,34,5,0.819187329,190530,13,12.15757018996865,11.951960736517725,10.890143547070847,11.356716000633117,12.1506089531609,12.15757018996865,2.3158303197111714,3.5553480614894135,1.791759469228055,2.639057329615259,81.91873290000001,Unknown,Unknown,Unknown
47143,,2005-02-17,Male,6,.,beijing,CN,48,2014-03-31,68,165817,78610,74530,127335,2014-03-17,15,10,60,3,1.380410335,186501,9,12.136197241869096,11.962618494255167,11.27226691773475,11.218970425201533,11.75458454110969,12.136197241869096,2.444291930659717,4.110873864173311,1.3862943611198906,2.302585092994046,138.0410335,Unknown,Available,Available
29033,,2004-11-19,Male,6,HK,HK,HK,60,2014-03-31,77,169956,60120,91155,136121,2014-03-31,1,9,55,4,1.288018381,195217,7,12.181872161824515,11.962618494255167,11.004114477128445,11.420327603502662,11.821306821424916,12.181872161824515,2.356375267585171,4.02535169073515,1.6094379124341003,2.0794415416798357,128.8018381,Unknown,Available,Available
16812,2010-06-09,2010-06-27,Male,6,PUCHONG,Selangor Darul Ehsan,MY,52,2014-03-31,84,182039,69796,118928,186821,2014-03-26,6,8,69,1,0.938031056,204668,2,12.229149319047648,11.962618494255167,11.153346307884107,11.543276653286297,12.137911570861453,12.229149319047648,2.2757214507207846,4.248495242049359,0.6931471805599453,1.0986122886681096,93.80310560000001,Available,Available,Available
5241,,2011-05-14,Male,6,hangzhoushi,zhejiang,CN,31,2014-03-31,96,165370,78243,65025,204612,2014-03-18,14,7,55,12,0.848239546,259585,81,12.466843333236119,11.962618494255167,11.26758742814625,11.082542468899101,12.1506089531609,12.271620155461939,2.115621198244648,4.02535169073515,2.5649493574615367,4.406719247264253,84.8239546,Unknown,Available,Available
49208,,2010-10-16,Male,6,beijing,beijing,CN,44,2014-03-31,30,188887,41590,81104,164001,2014-03-24,8,23,128,2,1.057257212,219035,16,12.296991378850784,11.962618494255167,10.635639076689303,11.303499890484215,12.007633901853927,12.271620155461939,3.1923194076625756,4.859812404361672,1.0986122886681096,2.833213344056216,105.7257212,Unknown,Available,Available
38241,,2005-08-14,Male,6,guangzhou,guangdong,CN,53,2014-03-31,85,179574,101471,66947,121097,2014-03-13,19,8,34,8,1.426106262,195796,15,12.184833687204273,11.962618494255167,11.50973744102895,11.111671477633529,11.704355414128175,12.184833687204273,2.23359222147138,3.5553480614894135,2.1972245773362196,2.772588722239781,142.6106262,Unknown,Available,Available
38456,,2007-11-16,Male,5,TORRANCE,CALIFORNIA,US,39,2014-03-31,32,188209,77606,63733,182563,,88,18,127,8,0.944650121,206462,11,12.237876498573703,11.962618494255167,11.259412908288544,11.062473451127666,12.114856075460601,12.237876498573703,2.974541586508454,4.852030263919617,2.1972245773362196,2.4849066497880004,94.4650121,Unknown,Available,Unknown
44377,2010-07-10,2010-07-13,Male,5,chengdu,sichuan,CN,53,2014-03-31,34,183443,69213,49135,170121,2014-03-13,19,21,90,10,1.013669976,201302,13,12.21256651464649,11.962618494255167,11.144958433282149,10.802347242680604,12.044271105705706,12.21256651464649,3.116876657100999,4.51085950651685,2.3978952727983707,2.639057329615259,101.3669976,Available,Available,Available
49737,,2010-10-31,Male,6,shishi,fujian,CN,30,2014-03-31,197,99590,113295,41200,275800,2014-03-31,1,3,28,0,0.620507614,134178,3,11.806930008413596,11.508827078044066,11.50973744102895,10.626217806887722,12.1506089531609,11.806930008413596,1.5505974123505608,3.367295829986474,0.0,1.3862943611198906,62.0507614,Unknown,Available,Available
47919,,2010-05-20,Female,6,Unknown,VIC,AU,43,2014-03-31,30,198230,80383,91978,184194,2014-03-25,7,24,92,3,0.928504294,212047,3,12.26456794312046,11.962618494255167,11.294570430387816,11.429315569106135,12.123750258026675,12.26456794312046,3.2366479945326976,4.532599493153256,1.3862943611198906,1.3862943611198906,92.8504294,Unknown,Available,Available
23528,,2012-08-15,Male,6,LOS ANGELES,CA,US,33,2014-03-31,18,161279,19100,46215,209911,2014-01-30,62,31,141,2,0.811871079,182497,2,12.114494493040525,11.962618494255167,9.857495968685136,10.741081337461102,12.1506089531609,12.114494493040525,3.4767049342793914,4.955827057601261,1.0986122886681096,1.0986122886681096,81.1871079,Unknown,Available,Available
58088,,2009-10-22,Male,6,shenzhen,guangdong,CN,55,2014-03-31,64,179686,50385,115130,137636,2014-03-13,19,11,47,9,1.236256939,202596,14,12.21897406318462,11.962618494255167,10.82746863769429,11.543276653286297,11.832375063684342,12.21897406318462,2.495433063023679,3.8712010109078907,2.302585092994046,2.70805020110221,123.6256939,Unknown,Available,Available
51079,,2011-12-21,Male,6,shanghai,shanghai,CN,37,2014-03-31,149,141827,21251,45091,219108,2014-03-28,4,4,28,4,0.774487057,170799,8,12.048248560336607,11.862370334800241,9.964206287570834,10.716460126164423,12.1506089531609,12.048248560336607,1.7724297030654257,3.367295829986474,1.6094379124341003,2.1972245773362196,77.4487057,Unknown,Available,Available
